id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
ca8c332e-4c0f-4d09-a6b1-d3f400d7b519,Marina Almeida,1977-05-21,619.347.471-12,09144-700,Macedo de Minas,PR,Brasil,F,(011) 6465 2984,61934747112@exemplo.com.br,2023-11-04
59f36595-1c31-424e-8e1f-f9cabe42d09e,Sr. Daniel Moraes,1968-12-20,839.513.462-34,34353-354,Camargo dos Dourados,RN,Brasil,M,11 6922-0053,83951346234@exemplo.com.br,2024-07-27
3070194d-d3ac-42af-a876-e6dfcb91cfe7,Srta. Ana Beatriz Ramos,1994-12-21,252.566.618-33,37990-985,Barros Paulista,ES,Brasil,F,(071) 6813-3176,25256661833@exemplo.com.br,2024-04-20
3fcf1461-ff29-4aa2-bff4-702c588b9bdb,Bárbara Teixeira,1957-01-13,836.500.203-18,69721-074,Mendonça da Praia,GO,Brasil,F,0500 539 5318,83650020318@exemplo.com.br,2025-05-09
72789573-6071-471f-9d38-b1123f236fc7,Henry Gabriel Gonçalves,1955-09-27,534.061.753-72,63036317,Correia Paulista,MT,Brasil,F,+55 21 2721-6691,53406175372@exemplo.com.br,2025-07-21
dc044ee0-5323-4c08-b7ef-c2c7079f2306,Lunna Teixeira,1981-03-01,584.784.190-45,69601694,Melo do Sul,ES,Brasil,F,+55 (081) 3731-2278,58478419045@exemplo.com.br,2024-12-28
a6f623bb-1880-4053-935f-3aeedaab8a43,Vitor Hugo Albuquerque,1995-06-02,131.712.404-88,06226-173,da Mota do Campo,PI,Brasil,F,+55 (031) 5303-4091,13171240488@exemplo.com.br,2024-10-28
d0d91947-9a0d-470c-a8b3-7e4ac81c78e7,Valentim Macedo,1948-01-26,633.050.343-13,04952855,Montenegro,SP,Brasil,F,+55 41 4717-2256,63305034313@exemplo.com.br,2024-08-08
84bed003-1441-4523-be4c-6b7a89c85584,Mathias da Mata,1945-03-09,073.803.307-93,65199-827,Peixoto de Goiás,AC,Brasil,M,0800 376 9024,07380330793@exemplo.com.br,2024-07-17
837072a9-1030-4f46-b03e-e2be5c318424,Vinicius Silveira,1997-05-20,287.530.060-84,81114-598,Pacheco,RO,Brasil,F,(031) 6888 7347,28753006084@exemplo.com.br,2023-11-14
a6cb8043-20a6-4ffb-b8be-3411b87a6c6f,Isis Souza,1971-03-11,888.221.348-88,44040211,Costela,TO,Brasil,F,11 4163-8268,88822134888@exemplo.com.br,2024-03-23
13569dc6-a33c-4b72-827b-dca16180f2b7,Ian Pereira,1990-01-09,667.644.806-73,24239418,Pastor,TO,Brasil,F,+55 81 2415-3930,66764480673@exemplo.com.br,2023-11-11
3a44a197-7c4d-4835-bf46-8c2d341f2200,Natália Pacheco,1948-04-12,519.157.038-92,64465736,Pacheco,GO,Brasil,M,61 3255-7805,51915703892@exemplo.com.br,2024-12-23
57b4ec36-3361-40aa-9629-bf8a137641b1,Marcelo Rezende,2006-11-04,136.935.713-44,73502-766,da Cunha de Goiás,MG,Brasil,F,(041) 2124-7340,13693571344@exemplo.com.br,2024-08-10
f71b466f-f548-423f-875b-b9c9f7fb0606,Ana Cecília Câmara,1935-11-15,518.534.195-63,78130-036,Rios da Mata,GO,Brasil,F,+55 41 7178-3710,51853419563@exemplo.com.br,2025-06-03
c35ca07d-40ab-49af-b5f9-8756971878e7,Maria Cecília das Neves,1981-12-08,578.665.372-80,69532-875,da Mota do Amparo,AC,Brasil,F,(084) 9417 4837,57866537280@exemplo.com.br,2025-01-26
6525861c-b511-4bf6-b5a4-dbc987b99be8,Sra. Isabella Macedo,1987-11-08,874.676.893-26,48258-611,Gomes Grande,AL,Brasil,M,(061) 5252 3421,87467689326@exemplo.com.br,2023-12-15
f7d09253-8e5c-4441-a581-1896fedbb5ed,Gabriel Martins,2001-05-06,156.121.976-36,82328-084,Siqueira,RR,Brasil,M,+55 21 0605 6805,15612197636@exemplo.com.br,2024-12-26
3555c0d9-0907-4859-ab90-69fe4ad15c1d,Rafael Lima,1965-11-21,292.401.987-18,21931639,Moura de Rodrigues,PR,Brasil,M,+55 (011) 0968 0281,29240198718@exemplo.com.br,2025-09-18
2e6d8362-66f5-4b81-9a8e-a8249f07f943,Lucas Costela,1961-02-03,758.796.801-89,03458-531,Freitas das Pedras,RJ,Brasil,F,(021) 2807-3689,75879680189@exemplo.com.br,2025-01-26
a22a62b7-ca38-4a4b-ac5b-bd93a4273568,Dr. Pedro Lucas Cirino,1999-04-13,280.086.094-09,42025615,Alves,SC,Brasil,M,+55 (031) 5566 3431,28008609409@exemplo.com.br,2023-10-12
8d361cbd-35b3-465c-86be-f1f2d0fb2f75,Srta. Laís Novaes,1969-01-22,668.505.814-36,45622-318,Barros,RJ,Brasil,F,+55 (041) 6686 2946,66850581436@exemplo.com.br,2024-08-30
487327ab-1d77-4ed9-a502-2bcb0c0280cb,Emilly Pires,1996-04-12,040.963.518-30,30779-915,Mendes da Praia,SC,Brasil,M,31 8589 0414,04096351830@exemplo.com.br,2024-07-31
9a625c49-ef85-4642-8b6c-5ebc5e90ac98,Srta. Ana Cecília Cardoso,2001-03-23,822.300.614-19,03625768,Pastor Alegre,AM,Brasil,M,+55 (041) 5998 8902,82230061419@exemplo.com.br,2024-08-17
b573b9f4-bfd6-4559-9b32-e5dc9161f62f,Vinícius Araújo,1941-01-01,772.331.929-41,90947234,Alves Alegre,PI,Brasil,M,+55 11 9600-6851,77233192941@exemplo.com.br,2024-06-30
6cf70536-f4e8-4a4c-ab9a-8eb988b781ce,Sarah Moreira,1941-05-08,399.692.045-66,65298335,Dias,AL,Brasil,F,0900-403-2387,39969204566@exemplo.com.br,2024-02-03
a130ec14-5df3-4475-ac0d-53d150807b83,Maya Martins,1950-08-20,846.178.739-89,75121915,Peixoto,RJ,Brasil,F,0800 246 2863,84617873989@exemplo.com.br,2023-11-29
5be67476-e9cf-4697-a00b-9a914f8fe893,Luna Porto,1939-05-10,961.115.999-36,27317-241,Casa Grande das Pedras,PB,Brasil,M,+55 11 6413 6280,96111599936@exemplo.com.br,2023-12-06
9dc025dd-38db-4336-8ec0-55ed484a3033,Pedro Carvalho,2001-03-08,466.489.423-79,60141077,Sá,SP,Brasil,M,+55 (081) 5161 6184,46648942379@exemplo.com.br,2024-10-03
715f1e9a-25c2-4ed3-97ff-c3474533f495,Jade das Neves,1965-08-31,309.474.774-39,48847-916,Martins,ES,Brasil,F,+55 (061) 8977 2998,30947477439@exemplo.com.br,2024-07-06
e39238e4-7f11-4aa8-b20d-b1dfa4a12933,Anthony Moraes,1987-10-30,942.832.729-23,49867582,Andrade de Goiás,BA,Brasil,F,+55 11 4789-4063,94283272923@exemplo.com.br,2024-08-11
b107763a-9455-499f-b3d3-22cfb80f1f37,Sr. Yuri Camargo,1947-04-12,567.873.952-39,35746-974,Barros de Minas,MT,Brasil,M,+55 11 5324-4276,56787395239@exemplo.com.br,2024-07-18
90e3a02f-d9cf-4797-99c2-509fbbf7e7b8,Antônio Fernandes,1992-04-11,262.789.731-13,30486729,Moreira,MT,Brasil,F,(081) 7156-9047,26278973113@exemplo.com.br,2024-08-03
18c5e4a1-5204-4d93-986f-9e5aa58a8f3e,Ana Julia Casa Grande,1988-09-28,958.506.418-27,31785-245,da Luz do Campo,RN,Brasil,M,(041) 6283-3989,95850641827@exemplo.com.br,2024-07-28
f6e5415d-d422-461e-8b28-8512fcce3536,Lara Castro,2001-06-16,436.129.350-99,71528-814,da Paz das Flores,RS,Brasil,F,+55 (021) 8277 3501,43612935099@exemplo.com.br,2024-09-03
37552c4f-4322-4e56-98b8-6c4d2e5bb371,Léo Duarte,1980-12-02,869.140.387-30,03000021,da Cruz,PR,Brasil,F,84 7411-0122,86914038730@exemplo.com.br,2023-12-30
adf1b626-a72d-42ea-a6ae-413cdcd16ccd,Eloah Aragão,2006-10-20,012.824.509-42,16482-733,Mendonça da Praia,BA,Brasil,F,+55 (021) 1102-3697,01282450942@exemplo.com.br,2024-07-31
99661f23-b112-485e-b127-f7212381515c,Caleb das Neves,1973-02-12,797.381.884-94,85906745,Cardoso,PI,Brasil,M,21 4877 2410,79738188494@exemplo.com.br,2024-04-30
73034ce4-2ae4-4e0a-bcde-052ace8d5fae,Ísis da Paz,1956-05-07,354.701.883-75,49646251,Novaes de Abreu,RJ,Brasil,M,(021) 2137 1020,35470188375@exemplo.com.br,2024-08-25
8eab5268-d331-4998-b787-5d0846901e47,Davi Lucca da Cunha,1957-11-25,109.020.732-40,14130-904,da Rocha,AP,Brasil,M,(041) 8061-4812,10902073240@exemplo.com.br,2024-11-19
81415c2f-c7f3-49b0-bdff-21de213472ff,Sr. Yago Carvalho,2005-06-18,914.328.138-03,53205-902,Rocha,RJ,Brasil,F,+55 71 8214 6263,91432813803@exemplo.com.br,2024-08-08
f1ebe24c-9f4a-4e7b-839d-8c6091764e21,Sra. Alice Câmara,1994-04-15,644.446.066-68,31779-910,da Cunha da Praia,ES,Brasil,M,0800-439-9188,64444606668@exemplo.com.br,2024-12-05
cf74197f-b502-4dd7-b7c0-4c394bdbe45c,Valentim Santos,2001-04-18,486.754.090-73,03733-915,da Rocha,PR,Brasil,M,+55 (071) 2525-7257,48675409073@exemplo.com.br,2024-06-02
afb94e02-2fde-4606-b852-3cd224bd8eb2,Helena Machado,2003-03-11,816.794.781-91,91094-588,Nogueira,CE,Brasil,F,+55 61 2622 5250,81679478191@exemplo.com.br,2025-09-17
ab3380ef-652f-4379-96ca-6e650e45b256,Valentina Nogueira,1952-10-27,369.427.893-71,99312694,Rodrigues do Galho,GO,Brasil,F,+55 (071) 2869-7522,36942789371@exemplo.com.br,2024-12-28
5fc6f422-b017-40f0-b8b0-59f8819f9d72,Thomas Sales,2005-12-05,617.564.076-25,88790056,Machado,RS,Brasil,M,(061) 5580 9160,61756407625@exemplo.com.br,2023-11-29
14b59d9b-d21e-424f-800c-ffe8f196cfa1,Isabela Correia,1966-12-14,891.866.805-72,51755-452,Câmara,SE,Brasil,M,(051) 2967-0301,89186680572@exemplo.com.br,2024-04-18
860db41d-3a84-45a9-a5a7-6e0fea46490e,Isis da Rocha,1970-12-09,215.449.508-20,56299-426,Pastor,TO,Brasil,F,+55 84 4671-1652,21544950820@exemplo.com.br,2024-08-26
cd7d63f5-3a18-400f-8bf2-42ca35d57c56,Daniela da Rosa,1948-10-27,161.349.021-80,73350505,Ribeiro da Prata,SC,Brasil,M,84 7352 9745,16134902180@exemplo.com.br,2024-04-24
bac7ce5a-84f0-478c-905a-104eed420bd8,Marina Marques,1957-10-21,045.865.921-82,90450385,Azevedo da Prata,SE,Brasil,M,0300-060-9172,04586592182@exemplo.com.br,2025-06-06
4c817653-8a7f-4e1e-94d3-fbf7bbe361ad,Sr. Luiz Gustavo Gonçalves,1944-12-29,773.737.868-97,34331812,Câmara de Goiás,PR,Brasil,F,(071) 3334-7137,77373786897@exemplo.com.br,2024-10-19
589020c5-1932-459f-b389-df5bebb3c096,Diogo Freitas,1954-08-27,265.530.748-39,40168453,da Cunha do Amparo,PR,Brasil,M,(041) 2181-4765,26553074839@exemplo.com.br,2023-12-04
cb7b3588-7dc3-4c34-a8ed-e1cff7a1906a,Bruna Freitas,2004-06-04,778.366.915-43,03825-044,Lopes do Oeste,RS,Brasil,F,0300-769-8149,77836691543@exemplo.com.br,2024-03-18
a23f850f-86cb-43ae-bd8b-5336254c98c0,Beatriz Sales,1956-04-21,160.383.880-88,15791-195,Camargo,PA,Brasil,M,84 0866-3447,16038388088@exemplo.com.br,2024-09-22
59481ab2-7682-43ee-b365-6aea0abc44b3,Maria Júlia da Mata,1942-08-09,586.140.106-06,90035-865,Nascimento,AP,Brasil,M,21 1349-3054,58614010606@exemplo.com.br,2024-01-19
e23303a5-7d6e-4811-8a53-11c746dc32d2,Dr. Marcos Vinicius da Cruz,2001-05-11,647.020.885-56,46706265,Guerra do Sul,GO,Brasil,F,(081) 8265-2678,64702088556@exemplo.com.br,2025-02-26
fbe5e584-4d29-47c1-8a7a-21d23f4b5e01,João Vitor Pires,1964-07-21,454.989.489-24,89811564,Dias das Pedras,RR,Brasil,F,0300-055-9575,45498948924@exemplo.com.br,2024-04-11
a7362c29-c9ef-4593-bfb5-bb768c6dc6ef,Sophia Costa,1972-06-08,143.960.989-14,42723-853,Lopes,AC,Brasil,M,(041) 6544 4247,14396098914@exemplo.com.br,2024-09-05
b3a07285-ece5-4b6c-afc4-f92f28141710,Yan Mendes,1977-03-30,118.449.119-91,72384-224,Fogaça de Rezende,SE,Brasil,M,(041) 2610-5645,11844911991@exemplo.com.br,2024-01-26
52e85e7a-42bf-48b0-a22e-9e651ed355ec,Zoe Duarte,1939-04-16,108.656.849-19,12564376,Santos da Serra,RO,Brasil,F,0800 531 9801,10865684919@exemplo.com.br,2023-10-07
5046ebf0-f9f0-47b8-89cb-05a05f44821f,Ana Liz Teixeira,1964-12-27,796.815.962-97,51379-620,Martins de Moraes,PI,Brasil,M,(031) 3258-7960,79681596297@exemplo.com.br,2025-04-21
354a529d-525e-4365-85f5-ea045c0b101d,Valentina Rios,1985-09-10,454.104.217-65,82082-335,Pimenta,RS,Brasil,M,61 5243 9810,45410421765@exemplo.com.br,2024-03-16
76be45a6-315a-4b03-98ba-15b1370f157f,Benício da Cruz,1999-10-28,318.667.124-64,08027832,Mendes,ES,Brasil,F,21 2705 8970,31866712464@exemplo.com.br,2024-10-19
a093895b-bcc0-4743-ab9e-d340e1c5a6d8,Fernanda da Costa,1971-03-21,278.504.730-25,60333424,Pires,DF,Brasil,F,81 2702-3962,27850473025@exemplo.com.br,2023-09-26
a8579550-5859-484c-9d29-47ba03a1859d,Dra. Luiza Albuquerque,1981-09-26,710.829.402-73,88644-464,Peixoto de Leão,BA,Brasil,M,(061) 2158 3585,71082940273@exemplo.com.br,2023-10-03
6437446f-8184-4caf-aef6-c3eaf8147f7f,Isabella da Mota,1979-06-28,640.966.707-42,47276088,da Conceição Paulista,MS,Brasil,F,+55 (084) 7997-7013,64096670742@exemplo.com.br,2025-05-06
9fa4b09d-9308-47de-bea2-73fd5b22ea5c,Dra. Isabel Moura,1970-10-31,628.142.280-56,80151-142,Campos da Serra,ES,Brasil,M,+55 (021) 9569 2552,62814228056@exemplo.com.br,2023-11-03
bae8dad7-eeba-4550-b978-59dfe0469968,Heloisa da Mota,1955-11-16,338.717.978-37,73498418,Barbosa de Oliveira,SP,Brasil,F,+55 (051) 8971-2287,33871797837@exemplo.com.br,2023-10-05
cf8918fe-dec8-420a-af4f-06601833627e,Olivia Monteiro,1957-01-22,255.532.049-68,93385426,Sampaio das Pedras,RN,Brasil,M,+55 (041) 0891 3511,25553204968@exemplo.com.br,2025-09-19
529b22bd-24c7-41d5-82cb-c1e83a64e0f6,Sra. Maria Marques,1998-10-02,949.845.826-68,08876051,Siqueira,PR,Brasil,F,(051) 0739 7926,94984582668@exemplo.com.br,2025-07-08
2721f792-cee7-4062-ad18-cd7d63796ebd,Olívia Campos,1950-08-31,963.621.641-38,19887-065,Pires de Minas,SP,Brasil,M,+55 (081) 8467-7658,96362164138@exemplo.com.br,2023-10-28
61f105fb-78a1-49b0-9cac-cf68b214673e,Josué Cassiano,1945-05-05,186.647.772-58,43544892,Lopes Paulista,AP,Brasil,F,0900-429-9945,18664777258@exemplo.com.br,2024-11-10
2b90dedf-f036-4206-a6d3-2801c5fe8839,Vinicius Dias,1998-08-17,056.208.488-41,42699-357,da Rosa Verde,BA,Brasil,M,(021) 6386-6949,05620848841@exemplo.com.br,2025-09-01
d499ab56-797e-4378-b983-c526f53d56b1,Dr. Apollo Siqueira,1992-08-12,371.229.194-11,67216584,Alves,ES,Brasil,F,(081) 2802-8765,37122919411@exemplo.com.br,2025-04-06
20079bf3-a8d4-4f0c-8990-f58c428dc57c,Vitor Hugo Guerra,1998-10-21,402.464.886-08,30279835,Alves,MA,Brasil,F,+55 (061) 9812-8628,40246488608@exemplo.com.br,2025-05-10
5caaca7e-acd2-4df1-be0b-4b93683dc9d7,Sra. Antonella Lima,1994-04-28,858.091.951-81,32308573,Cassiano,TO,Brasil,F,+55 31 5240-4612,85809195181@exemplo.com.br,2025-04-07
9ccca6ac-43dc-4ac2-918c-33583c93ea4f,Clara Rodrigues,2007-05-27,864.119.513-83,85868-384,Silveira,AM,Brasil,M,41 7648 8728,86411951383@exemplo.com.br,2024-03-19
766500ab-1cef-47ef-a5a7-1b4df7bef25c,Emanuella Correia,1976-11-13,844.760.139-28,10927149,Santos de Santos,PB,Brasil,F,+55 71 3858-8079,84476013928@exemplo.com.br,2024-09-16
ac8af36f-7d92-42ab-86e1-ecc249671034,Dr. Anthony Gabriel Garcia,1986-09-22,925.355.646-47,44266-211,Novaes de Minas,MS,Brasil,M,(041) 8468 2245,92535564647@exemplo.com.br,2024-09-26
f95aaa0a-0f4b-435f-a48b-1abebb8cb83c,Cecília Porto,1951-08-18,239.778.000-88,96927-760,Albuquerque,PR,Brasil,M,+55 71 3723 4864,23977800088@exemplo.com.br,2025-01-21
e639636b-025a-4598-8c1d-71b1e46953fb,Maria Luiza Lima,1984-05-12,475.239.344-43,17264958,Rocha Paulista,RO,Brasil,M,61 7013 5742,47523934443@exemplo.com.br,2025-02-26
1d2e6f65-b75e-4eb4-8c73-73e88dbaa964,Sr. Benjamin Rocha,2004-05-17,403.352.035-59,90098-229,Alves,AL,Brasil,F,31 2077-3189,40335203559@exemplo.com.br,2024-11-17
eb5adf14-9a2e-4ad5-956d-27daf85f2226,Sabrina da Costa,1961-12-13,519.799.353-64,11848-210,da Cunha Grande,MT,Brasil,F,(051) 2287 6246,51979935364@exemplo.com.br,2024-03-09
fee12734-20f3-4c14-a1a6-9891d2c3db42,Benício Cirino,1967-12-08,093.033.422-55,64606-664,Ribeiro do Oeste,PE,Brasil,M,(084) 4023-3270,09303342255@exemplo.com.br,2025-03-15
ab294ee8-be81-444f-9875-85c4d6350496,Dante Moraes,1951-06-14,168.914.382-58,92262-451,Cassiano Verde,ES,Brasil,M,+55 21 6631 5368,16891438258@exemplo.com.br,2024-02-08
381c00fe-6e9e-4f7b-a4f3-31c37f3287da,João Felipe Casa Grande,1947-06-07,801.608.840-30,28589-231,Siqueira dos Dourados,AC,Brasil,M,+55 (031) 6238 8742,80160884030@exemplo.com.br,2023-11-23
f3e5a47a-97a3-42f4-b069-65c653abb352,Agatha Novais,2000-01-29,773.468.386-62,41820-489,Nunes,RO,Brasil,M,+55 31 4173-0852,77346838662@exemplo.com.br,2024-10-06
70462c2f-06e5-4dca-85b3-82af06b92969,Erick Almeida,1944-05-18,428.182.512-74,01848275,Carvalho das Pedras,PI,Brasil,M,0900 413 2582,42818251274@exemplo.com.br,2025-01-09
70349c10-d134-41cb-956e-24c201cf2f77,Oliver Pinto,1961-12-24,417.375.909-46,31012759,Azevedo do Galho,DF,Brasil,F,(021) 7453-3536,41737590946@exemplo.com.br,2025-07-07
c616afc6-64a7-47ba-8ca8-682b64bc7ec1,Alexia Pacheco,1947-04-09,563.005.947-34,19111-642,Aparecida,MS,Brasil,F,0500 250 9867,56300594734@exemplo.com.br,2024-02-10
1841cb7e-49df-499e-a758-92af4a9a81e4,Milena da Rosa,1950-04-27,003.217.206-05,66716-388,Moura Paulista,TO,Brasil,F,+55 84 5717-5027,00321720605@exemplo.com.br,2025-04-26
2f1d788e-da0d-44e1-bd40-7877c54ffe85,Zoe Montenegro,2003-05-10,993.631.864-73,37065119,Guerra do Sul,CE,Brasil,M,21 5142-5907,99363186473@exemplo.com.br,2024-11-15
8ab36d81-9a13-4683-a7e2-3f535a44867e,Vitor Gabriel da Cruz,1944-06-19,082.814.640-48,14181-099,Nunes de Minas,PI,Brasil,F,+55 (021) 8434 4337,08281464048@exemplo.com.br,2024-11-01
2a768fdd-469f-4e2b-8e26-e46118ddd6d1,Giovanna Souza,1973-06-30,726.979.149-26,51580459,das Neves,RN,Brasil,F,31 2461-2625,72697914926@exemplo.com.br,2025-02-08
a509e1f8-407c-43bc-ab38-1c716dd08398,Vitor Leão,1940-09-13,588.330.546-19,10257019,da Mota da Praia,CE,Brasil,F,+55 81 4233 4980,58833054619@exemplo.com.br,2024-06-12
426f1fbb-9a5a-488d-aede-f8dfd1743b3e,Helena Aparecida,1945-09-22,192.249.630-83,96622877,Marques,BA,Brasil,M,+55 41 1626 2144,19224963083@exemplo.com.br,2024-01-08
28e73952-c494-42ee-977a-dee2e8c7e3b2,Enzo Gabriel Araújo,1998-12-17,489.533.426-42,86775335,Marques,RS,Brasil,M,+55 (084) 5865-1013,48953342642@exemplo.com.br,2025-05-27
f01cea11-e271-4f9a-ad4d-d6d650c9c2a8,Davi da Rocha,1969-04-18,158.127.434-90,26987-266,Mendonça,MG,Brasil,M,+55 (061) 2888-1353,15812743490@exemplo.com.br,2023-12-06
e66a79dd-4f75-4e4d-b5df-669e2616a7f8,Ana Clara da Costa,1967-05-03,029.965.280-54,49806-230,Lopes de Rocha,ES,Brasil,F,(084) 2722 0943,02996528054@exemplo.com.br,2023-11-15
21043bf4-adff-49e1-a8dd-bf5a8d1fd2c2,Mateus Montenegro,1983-08-01,438.040.380-76,51318632,Porto,AM,Brasil,M,0900-457-3298,43804038076@exemplo.com.br,2025-07-27
c81fa4e7-dde4-4f68-be87-23919dc1ec5f,Marina Abreu,1949-10-18,519.386.433-70,95466677,Lima,PR,Brasil,F,81 3239-4128,51938643370@exemplo.com.br,2024-03-20
1fd8673c-14b2-441c-863c-5a7dae36da70,Laís Caldeira,1966-09-30,317.990.635-70,26112869,Castro do Galho,SE,Brasil,F,+55 (081) 4600-1869,31799063570@exemplo.com.br,2025-06-17
65e7daf3-8cbd-4bda-94f8-05a79949573a,Thomas da Rosa,1973-01-09,186.479.104-70,01707-987,Araújo do Galho,PB,Brasil,F,+55 31 3792 6894,18647910470@exemplo.com.br,2024-01-31
6fafb429-a966-47b4-8e93-83eb21678e66,Ana Sophia Farias,1961-07-26,934.659.357-38,70047-397,Silva,PA,Brasil,M,51 1289 8316,93465935738@exemplo.com.br,2025-06-11
9c6e0489-d58c-48c3-b1fe-aa2a78eba9a1,Dra. Beatriz Martins,2002-06-11,955.398.406-63,34666-890,Macedo,PR,Brasil,F,11 4259-9093,95539840663@exemplo.com.br,2025-07-17
f8c17006-4f3d-46dd-a26a-354d35433b8c,Maitê das Neves,1943-02-18,765.930.311-48,38430-517,Fogaça das Pedras,PR,Brasil,M,+55 41 3123 5541,76593031148@exemplo.com.br,2023-11-01
4f00eddb-1f25-4733-891a-673c2b6e8809,Mathias Campos,1953-06-25,018.837.516-30,51537-762,Rodrigues de Minas,MG,Brasil,F,84 0243-3975,01883751630@exemplo.com.br,2024-10-27
80a06ba4-48c9-46f7-aecc-421a837c48ef,Dra. Isis Garcia,1942-08-30,080.147.750-68,82716-289,Rezende de Goiás,PR,Brasil,F,(084) 5061-1559,08014775068@exemplo.com.br,2025-04-26
52371ec0-f52b-499d-b4a7-3a50e3a70112,Theodoro Barbosa,1962-04-21,213.417.235-50,61601576,Oliveira Alegre,AL,Brasil,M,+55 21 5869-3886,21341723550@exemplo.com.br,2025-08-03
611ea5a0-568b-4045-878c-8891538fdbb6,Sra. Maria Eduarda Aragão,1954-07-28,352.971.510-35,17718786,Gomes Paulista,AL,Brasil,M,11 6724-7071,35297151035@exemplo.com.br,2024-11-10
d3e65b03-b182-4fe7-a880-b60b622afb7e,Theo Aparecida,1960-09-23,217.887.560-89,22945963,da Mata,PA,Brasil,F,84 3614 5869,21788756089@exemplo.com.br,2024-05-24
ad20fdcb-f044-4799-876b-e1c468a77985,Ana Clara Pinto,1983-04-25,024.305.066-70,68314789,Cunha,AC,Brasil,F,0900-852-8382,02430506670@exemplo.com.br,2023-11-01
323c2be4-0dfe-468b-9956-669cca45c539,Maria Alice Borges,1975-11-10,858.951.576-16,24790454,Sousa de Casa Grande,CE,Brasil,M,+55 (051) 6199 4333,85895157616@exemplo.com.br,2025-05-18
df00b2e8-6a91-4581-bc99-7058fbc7847f,Francisco Vargas,1981-11-26,655.907.225-64,98283-186,Carvalho de Lima,MA,Brasil,F,+55 61 8724 1039,65590722564@exemplo.com.br,2024-08-17
a241d2f3-0516-4790-a31f-c0f2d6c70d12,Eduarda Nogueira,1940-07-26,427.912.637-81,17069-843,da Cruz do Amparo,SE,Brasil,M,(081) 7252 1141,42791263781@exemplo.com.br,2024-02-08
d08f6149-7597-40e6-af7f-8b1fd3f06441,Lorena Nascimento,2002-03-14,065.567.364-15,94324621,Borges,MA,Brasil,F,+55 (011) 7547-2200,06556736415@exemplo.com.br,2025-02-09
a5e71e54-c25c-4f93-802b-563d6495f8f4,Laís Machado,1959-04-12,652.882.352-95,31770-409,Mendonça da Prata,AL,Brasil,M,+55 (011) 2698-6247,65288235295@exemplo.com.br,2024-03-07
cf742a49-255b-4815-976a-503cf4b5e497,Gabriela Barbosa,1957-06-28,377.952.681-16,13422078,Ribeiro da Mata,CE,Brasil,F,81 9751-3641,37795268116@exemplo.com.br,2025-04-02
2b8ae847-f8e3-42cd-bf6c-2d38e44b3e7e,Srta. Ester Garcia,1957-09-13,432.400.851-00,15717859,Andrade,TO,Brasil,M,+55 11 2574-7870,43240085100@exemplo.com.br,2024-10-06
22473f65-e870-44e0-93f2-46af48a5c9f3,Nathan Lima,1940-12-27,628.743.586-38,04757-144,da Paz,BA,Brasil,F,+55 (011) 5631 1249,62874358638@exemplo.com.br,2025-06-28
41fc852a-2b2f-4ee5-a30f-bae0c5ff6a11,Enrico Andrade,1946-03-12,811.467.886-86,08954716,Albuquerque do Amparo,MA,Brasil,F,+55 84 3359-9621,81146788686@exemplo.com.br,2024-01-31
